"Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,2664,"Reason for reducing amount of alcohol drunk",225211,254482,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100418,"ACE touchscreen question \"Why did you reduce the amount you drank?\" Field 2664 was collected from participants who indicated they drink alcohol, as defined by their answers to Field 1558 and they drink less nowadays than 10 years ago, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2664"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2674,"Ever had breast cancer screening / mammogram",272835,325780,"Complete","Categorical single","","Data","Primary","Female",4,1,100349,"ACE touchscreen question \"Have you ever been for breast cancer screening (a mammogram)?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2674"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2684,"Years since last breast cancer screening / mammogram",226863,268528,"Complete","Integer","years","Data","Primary","Female",4,1,100567,"ACE touchscreen question \"How many years ago was your last screen?\" The following checks were performed:  If answer   If answer > Participants age - 15 years then rejected  If answer > 15 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 2684 was collected from women who indicated that they had been for a mammogram, as defined by their answers to Field 2674","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2684"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2694,"Ever had cervical smear test",272835,325780,"Complete","Categorical single","","Data","Primary","Female",4,1,100349,"ACE touchscreen question \"Have you ever had a cervical smear test?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2694"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2704,"Years since last cervical smear test",265912,317322,"Complete","Integer","years","Data","Primary","Female",4,1,100569,"ACE touchscreen question \"How many years ago was your last cervical smear test?\" The following checks were performed:  If answer   If answer > Participants age - 10 years then rejected  If answer > 15 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 2704 was collected from women who indicated that they had had a cervical smear test, as defined by their answers to Field 2694","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2704"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2714,"Age when periods started (menarche)",272835,325780,"Complete","Integer","years","Data","Primary","Female",4,1,100291,"ACE touchscreen question \"How old were you when your periods started?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer > 25 then rejected  If answer   If answer > 20 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2714"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2724,"Had menopause",272835,325780,"Complete","Categorical single","","Data","Primary","Female",4,1,100579,"ACE touchscreen question \"Have you had your menopause (periods stopped)?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2724"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2734,"Number of live births",272833,325778,"Complete","Integer","children","Data","Primary","Female",4,1,100584,"ACE touchscreen question \"How many children have you given birth to? (Please include live births only)\" The following checks were performed:  If answer   If answer > 25 then rejected  If answer > 12 then participant asked to confirm  ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2734"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2744,"Birth weight of first child",221458,263141,"Complete","Integer","pounds","Data","Primary","Female",4,1,100585,"ACE touchscreen question \"What was the birth weight of your first child in pounds? (do not include twins)\" The following checks were performed:  If answer   If answer > 16 then rejected  If answer > 12 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure of the weight in pounds, here is a conversion table for pounds, grams and kilograms.  Pounds  Grams  Kilograms 2  907  0.91 3  1361  1.36 4  1814  1.81 5  2268  2.27 6  2721  2.72 7  3175  3.18 8  3629  3.63 9  4082  4.08 10  4536  4.54 11  4990  4.99 12  5443  5.44 13  5897  5.90 14  6350  6.35 15  6804  6.80  An exact answer is not necessary. Please enter the birthweight to the closest pound. If your first birth was twins or other multiple birth, enter the birthweight of the first singleton birth. If you have only had twins or other multiple births then select Only twins.      Field 2744 was collected from women who indicated they had given birth to at least one child, as defined by their answers to Field 2734","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2744"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2754,"Age at first live birth",185003,219948,"Complete","Integer","years","Data","Primary","Female",4,1,100586,"ACE touchscreen question \"How old were you when you had your FIRST child?\" The following checks were performed:  If answer   If answer > 65 then rejected  If answer > Participants age then rejected  If answer   If answer   If answer > 48 then participant asked to confirm  If answer > Age when periods stopped then participant asked to confirm   Field 2754 was collected from women who indicated they had given birth to more than one child, as defined by their answers to Field 2734","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2754"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2764,"Age at last live birth",185003,219948,"Complete","Integer","years","Data","Primary","Female",4,1,100586,"ACE touchscreen question \"How old were you when you had your LAST child?\" The following checks were performed:  If answer   If answer > 65 then rejected  If answer > Participants age then rejected  If answer   If answer   If answer > 48 then participant asked to confirm  If answer > Age when periods stopped then participant asked to confirm   Field 2764 was collected from women who indicated they had given birth to more than one child, as defined by their answers to Field 2734","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2764"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2774,"Ever had stillbirth, spontaneous miscarriage or termination",272832,325777,"Complete","Categorical single","","Data","Primary","Female",4,1,100349,"ACE touchscreen question \"Have you ever had any stillbirths, spontaneous miscarriages or terminations?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2774"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2784,"Ever taken oral contraceptive pill",272832,325777,"Complete","Categorical single","","Data","Primary","Female",4,1,100349,"ACE touchscreen question \"Have you ever taken the contraceptive pill? (include the 'mini-pill')\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2784"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2794,"Age started oral contraceptive pill",220852,265162,"Complete","Integer","years","Data","Primary","Female",4,1,100291,"ACE touchscreen question \"About how old were you when you first went on the contraceptive pill?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 50 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 2794 was collected from women who indicated that they had taken the contraceptive pill, as defined by their answers to Field 2784","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2794"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2804,"Age when last used oral contraceptive pill",220546,264634,"Complete","Integer","years","Data","Primary","Female",4,1,100595,"ACE touchscreen question \"How old were you when you last used the contraceptive pill?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 60 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are currently taking the pill select Still taking the pill. If you are unsure, please provide an estimate or select Do not know.      Field 2804 was collected from women who indicated that they had taken the contraceptive pill, as defined by their answers to Field 2784","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2804"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2814,"Ever used hormone-replacement therapy (HRT)",272832,325777,"Complete","Categorical single","","Data","Primary","Female",4,1,100349,"ACE touchscreen question \"Have you ever used hormone replacement therapy (HRT)?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2814"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2824,"Age at hysterectomy",52413,60494,"Complete","Integer","years","Data","Primary","Female",4,1,100291,"ACE touchscreen question \"How old were you when you had your hysterectomy?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 69 then participant asked to confirm  If answer    If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 2824 was collected from women who indicated they have had a hysterectomy (womb removed), as defined by their answers to Field 2724 and Field 2724","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2824"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,2834,"Bilateral oophorectomy (both ovaries removed)",272832,325777,"Complete","Categorical single","","Data","Primary","Female",4,1,100599,"ACE touchscreen question \"Have you had BOTH ovaries removed?\" If the participant activated the Help button they were shown the message:     Only enter Yes if you have had both ovaries removed. If you have only had one ovary removed you will be able to let the interviewer know later in the visit. If you are unsure of whether both ovaries have been removed, select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2834"
"Assessment centre > Touchscreen > Health and medical history > Operations",100047,2844,"Had other major operations",272832,325777,"Complete","Categorical single","","Data","Primary","Female",4,1,100603,"ACE touchscreen question \"Have you had any other major operations? (for example, operations that required an overnight stay in hospital)\" If the participant activated the Help button they were shown the message:     If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit.        The  other  refers to operations other than hysterectomy and bilateral oophorectomy.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2844"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,2867,"Age started smoking in former smokers",124630,144781,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How old were you when you first started smoking on most days?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    Field 2867 was collected from participants who indicated that in the past they smoked on most or all days, as defined by their answers to Field 1249","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2867"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,2877,"Type of tobacco previously smoked",124630,144781,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100351,"ACE touchscreen question \"What type of tobacco did you usually smoke?\" If the participant activated the Help button they were shown the message:     If you smoked both hand-rolled and manufactured cigarettes select the one that you smoked more of.      Field 2877 was collected from participants who indicated that in the past they smoked on most or all days, as defined by their answers to Field 1249","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2877"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,2887,"Number of cigarettes previously smoked daily",119159,138206,"Complete","Integer","cigarettes/day","Data","Primary","Unisex",4,1,100353,"ACE touchscreen question \"About how many cigarettes did you smoke on average each day? \" The following checks were performed:  If answer   If answer > 150 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Count the total number of cigarettes (including both hand-rolled and manufactured cigarettes if both were smoked) For hand-rolled cigarettes:   - One ounce of tobacco makes about 30 cigarettes   - One gram of tobacco makes about 1 cigarette      Field 2887 was collected from participants who indicated that in the past they smoked on most or all days, as defined by their answers to Field 1249 and they smoked manufactured or hand-rolled cigarettes in the past, as defined by their answers to Field 1249","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2887"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,2897,"Age stopped smoking",124630,144781,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How old were you when you last smoked on most days?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    Field 2897 was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to Field 1249","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2897"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,2907,"Ever stopped smoking for 6+ months",123912,143851,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"In the time that you smoked, did you ever stop for more than 6 months?\" Field 2907 was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to Field 1249","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2907"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,2926,"Number of unsuccessful stop-smoking attempts",123912,143851,"Complete","Integer","","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How many times did you try to give up smoking before you were successful?\" The following checks were performed:  If answer   If answer > 200 then rejected  If answer > 20 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 2926 was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to Field 1249 and that during the time they smoked they stopped for more than 6 months, as defined by their answers to Field 1249","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2926"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,2936,"Likelihood of resuming smoking",123912,143851,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100369,"ACE touchscreen question \"Do you think you may start smoking again?\" Field 2936 was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to Field 1249 and that during the time they smoked they stopped for more than 6 months, as defined by their answers to Field 1249","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2936"
"Assessment centre > Touchscreen > Family history",100034,2946,"Father's age",114697,127232,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What is his age now?\" The following checks were performed:  If answer   If answer > 122 then rejected  If answer   If answer > 105 then participant asked to confirm   Field 2946 was collected from participants who indicated their father is still alive, as defined by their answers to Field 1797 or, if they are adopted, their adopted father is still alive, as defined by their answers to Field 1797","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2946"
"Assessment centre > Touchscreen > Health and medical history > Pain",100048,2956,"General pain for 3+ months",9618,9895,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Have you had pains all over the body for more than 3 months?\" Field 2956 was collected from participants who indicated that in the last month they experienced pain all over the body that interfered with their usual activities, as defined by their answers to Field 6159","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2956"
"Assessment centre > Touchscreen > Health and medical history > Medical conditions",100044,2966,"Age high blood pressure diagnosed",144583,162853,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What was your age when the high blood pressure was first diagnosed?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 69 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 2966 was collected from participants who indicated they were told by a doctor that they have had high blood pressure, as defined by their answers to Field 6150","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2966"
"Assessment centre > Touchscreen > Health and medical history > Medical conditions",100044,2976,"Age diabetes diagnosed",28155,31160,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What was your age when the diabetes was first diagnosed?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 69 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 2976 was collected from men who indicated that a doctor had told them they have diabetes, as defined by their answers to Field 2443 and all women except those who indicated they had diabetes only during pregnancy, as defined by their answers to Field 2443","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2976"
"Assessment centre > Touchscreen > Health and medical history > Medical conditions",100044,2986,"Started insulin within one year diagnosis of diabetes",28182,31188,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Did you start insulin within one year of your diagnosis of diabetes?\" Field 2986 was collected from men who indicated that a doctor had told them they have diabetes, as defined by their answers to Field 2443 and all women except those who indicated they had diabetes only during pregnancy, as defined by their answers to Field 2443","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2986"
"Assessment centre > Touchscreen > Health and medical history > Medical conditions",100044,3005,"Fracture resulting from simple fall",54562,57074,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Did the fracture result from a simple fall (i.e. from standing height)?\" If the participant activated the Help button they were shown the message:     A simple fall is any fall from standing height or lower. For example if you trip and fall over, this is a simple fall.  Falls from a stool or chair that you are sitting on are also counted as simple.  Falls from anything higher ie: down a flight of stairs, from a ladder, from standing on a stool or chair are NOT simple falls. If you have had more than one fracture in the last 5 years, select YES if any one of the fractures resulted from a simple fall.      Field 3005 was collected from participants who indicated they have had fractured/broken bones in the last 5 years, as defined by their answers to Field 2463","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3005"
"Assessment centre > Physical measures > Spirometry",100020,3059,"Result ranking",457387,1415862,"Complete","Categorical single","","Data","Primary","Unisex",4,3,22,"How good was each blow; 1=best; 3=worst","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3059"
"Assessment centre > Physical measures > Spirometry",100020,3060,"Time of blow measurement",457388,1415865,"Complete","Time","","Data","Auxiliary","Unisex",4,3,,"When result was measured","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3060"
"Assessment centre > Physical measures > Spirometry",100020,3061,"Acceptability of each blow result",457387,1415862,"Complete","Integer","","Data","Auxiliary","Unisex",4,3,,"Acceptability of spirometry result (bit field) START_OF_TEST Set if the extrapolated volume at start of test is excessive = 0x01 TIME_TO_PEF Set if time to peak flow is excessive = 0x02 END_OF_TEST Set if an adequate plateau at the end of the test does not exist = 0x04 COUGHING Set if a cough was detected during the manovoure = 0x08 TEST_DURATION Set if the test is less than 6 seconds = 0x10 USER_ACCEPTED Specifies whether or not the test was explicitly acceped by the investigator = 0x20 USER_REJECTED Specifies whether or not the test was explicitly rejected by the investigator = 0x40 Hence a decimal value of 24 (0x08+0x10) indicates a test of less than 6 seconds during which a cough was detected.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3061"
"Assessment centre > Physical measures > Spirometry",100020,3062,"Forced vital capacity (FVC)",457388,1415865,"Complete","Continuous","litres","Data","Primary","Unisex",4,3,,"FVC value calculated from blow","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3062"
"Assessment centre > Physical measures > Spirometry",100020,3063,"Forced expiratory volume in 1-second (FEV1)",457388,1415865,"Complete","Continuous","litres","Data","Primary","Unisex",4,3,,"FEV1 value calculated from blow","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3063"
"Assessment centre > Physical measures > Spirometry",100020,3064,"Peak expiratory flow (PEF)",457387,1415862,"Complete","Integer","litres/min","Data","Primary","Unisex",4,3,,"Peak expiratory flow during blow","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3064"
"Assessment centre > Physical measures > Spirometry",100020,3065,"Ordering of blows",457387,1415862,"Complete","Categorical single","","Data","Primary","Unisex",4,3,23,"Ordering of blows in dataset array; 1=earliest; 3=latest","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3065"
"Assessment centre > Physical measures > Spirometry",100020,3066,"Data points for blow",457388,1415865,"Complete","Compound","","Data","Primary","Unisex",4,3,,"This field contains a comma-separated series of values that can be used to draw the curve.   The first field is the blow-number (i.e. the order of the blow in a set of blows done by the participant);   The second field is the number of points in the dataset following;   The third and subsequent points give the volume in mililitres of the exhalation at 10 milisecond intervals.   ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3066"
"Assessment centre > Physical measures > Anthropometry > Body size measures",100010,3077,"Seating box height",497295,597346,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100262,"The height of the box that participant sat on for sitting-height measurement Field 51","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3077"
"Assessment centre > Verbal interview > Operations",100076,3079,"Pace-maker",500714,602146,"Complete","Categorical single","","Data","Primary","Unisex",4,1,7,"Participants asked by interviewer if they have a pace-maker before the body impedance measures. Impedance measurement was not performed if they had a pace-maker.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3079"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3081,"Foot measured for bone density",321744,321744,"Complete","Categorical single","","Data","Primary","Unisex",1,1,24,"In the early UK Biobank Assessment Centres only one heel was used to measure bone density, and this field indicates which side it was. In the later assessments, the measurement was conducted on both heels.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3081"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3082,"Fractured heel",321744,321744,"Complete","Categorical single","","Data","Primary","Unisex",1,1,100267,"This field indicates whether the heel used to measure bone density had ever been fractured.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3082"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3083,"Heel quantitative ultrasound index (QUI), manual entry",42721,42721,"Complete","Continuous","","Data","Primary","Unisex",1,1,,"The quantitative ultrasound index or 'stiffness' is based on measure of the speed of sound and broadband ultrasound attenuation, entered manually","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3083"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3084,"Heel bone mineral density (BMD), manual entry",42721,42721,"Complete","Continuous","g/cm2","Data","Primary","Unisex",1,1,,"Estimation of bone mineral density based on the Quantitative Ultrasound Index through the calcaneus. Manual entry.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3084"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3085,"Heel Broadband ultrasound attenuation (BUA), manual entry",42721,42721,"Complete","Continuous","","Data","Primary","Unisex",1,1,,"Heel BUA (manual entry) dB/MHz","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3085"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3086,"Speed of sound through heel, manual entry",42721,42721,"Complete","Continuous","m/s","Data","Auxiliary","Unisex",1,1,,"Speed of sound through the heel. Manual entry.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3086"
"Assessment centre > Physical measures > Spirometry",100020,3088,"Contra-indications for spirometry",500708,602136,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100267,"Contra-indications for spirometry are defined as any of the following: chest infection in the last month (ie, influenza, bronchitis, severe cold, pneumonia); history of detached retina; heart attack or surgery to eyes, chest or abdomen in last 3 months; history of a collapsed lung; Pregnancy (1st or 3rd trimester); currently on medication for tuberculosis.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3088"
"Assessment centre > Physical measures > Spirometry",100020,3089,"Caffeine drink within last hour",462814,526671,"Complete","Categorical single","","Data","Primary","Unisex",4,1,7,"Participants were asked whether they had drank caffeine within the hour prior to doing the spirometry test","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3089"
"Assessment centre > Physical measures > Spirometry",100020,3090,"Used an inhaler for chest within last hour",462814,526671,"Complete","Categorical single","","Data","Primary","Unisex",4,1,7,"Participants were asked whether they had used a chest inhaler within the hour prior to doing the spirometry test","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3090"
"Assessment centre > Physical measures > Spirometry",100020,3132,"Spirometry device serial number",457387,517703,"Complete","Text","","Data","Auxiliary","Unisex",4,1,,"The serial number of device, reported by the spirometry software","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3132"
"Assessment centre > Physical measures > Spirometry",100020,3137,"Number of measurements made",457387,517703,"Complete","Integer","","Data","Primary","Unisex",4,1,,"Number of sets of spirometry results collected from the device","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3137"
"Assessment centre > Verbal interview > Medical conditions",100074,3140,"Pregnant",272487,324793,"Complete","Categorical single","","Data","Primary","Female",4,1,100267,"Participants asked by interviewer if they might be pregnant before the body impedance measures. Impedance measurement was not performed if they answered Yes or Possibly.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3140"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3143,"Ankle spacing width",279010,279010,"Complete","Continuous","mm","Data","Primary","Unisex",1,1,,"Ankle width as indicated by the spacing between measurement transducer pads on heel","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3143"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3144,"Heel Broadband ultrasound attenuation, direct entry",278993,278993,"Complete","Continuous","dB/MHz","Data","Primary","Unisex",1,1,,"Broadband ultrasound attenuation through heel","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3144"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3146,"Speed of sound through heel",279010,279010,"Complete","Continuous","m/s","Data","Auxiliary","Unisex",1,1,,"Speed of sound through ankle Typically 1450-1700 m/s","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3146"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3147,"Heel quantitative ultrasound index (QUI), direct entry",279010,279010,"Complete","Continuous","","Data","Primary","Unisex",1,1,,"The QUI or 'stiffness' is based on measure of the speed of sound and broadband ultrasound attenuation. Direct entry.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3147"
"Assessment centre > Physical measures > Bone-densitometry of heel",100018,3148,"Heel bone mineral density (BMD)",278870,278870,"Complete","Continuous","g/cm2","Data","Primary","Unisex",1,1,,"Estimation of bone mineral density (BMD) in the heel is based on the Quantitative Ultrasound Index through the calcaneus. Direct entry.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3148"
"Assessment centre > Physical measures > Spirometry",100020,3159,"Smoked cigarette or pipe within last hour",78891,83361,"Complete","Categorical single","","Data","Primary","Unisex",4,1,7,"Participants were asked whether they had smoked a cigarette or pipe within the hour prior to doing the spirometry test","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3159"
"Assessment centre > Physical measures > Anthropometry > Body size measures",100010,3160,"Weight, manual entry",10303,10445,"Complete","Continuous","Kg","Data","Primary","Unisex",4,1,,"Weight (manual entry)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3160"
"Assessment centre > Biological sampling > Blood sample collection",100002,3166,"Time blood sample collected",499789,3619727,"Complete","Time","","Data","Auxiliary","Unisex",4,7,439,"This is the time when each blood sample was recorded on the computerised system by swiping the unique barcode on the collection tube. Generally it is a few seconds after the sample is actually extracted.   In about 36,000 cases a clock error on the collection system resulted in incorrect extraction times being saved. These values have been removed from the database.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3166"
"Assessment centre > Touchscreen > Health and medical history > Hearing",100043,3393,"Hearing aid user",342512,410136,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100352,"ACE touchscreen question \"Do you use a hearing aid most of the time?\"  Initially this information was collected from all participants answering Yes to either Field 2247 (Field 10793 in the pilot) or Field 2257. When the speech-in-noise hearing test was introduced (2009), program logic was altered so that the information was collected from all participants except those who indicated they were completely deaf, as defined by their answers to Field 2247.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3393"
"Assessment centre > Touchscreen > Health and medical history > Pain",100048,3404,"Neck/shoulder pain for 3+ months",126575,134296,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Have you had neck or shoulder pains for more than 3 months?\" Field 3404 was collected from participants who indicated that in the last month they experienced neck or shoulder pain that interfered with their usual activities, as defined by their answers to Field 6159","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3404"
"Assessment centre > Touchscreen > Health and medical history > Pain",100048,3414,"Hip pain for 3+ months",64332,67652,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Have you had hip pains for more than 3 months?\" Field 3414 was collected from participants who indicated that in the last month they experienced hip pain that interfered with their usual activities, as defined by their answers to Field 6159","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3414"
