"","factor","maf_class2","prs_bin2","simid","mean_odds","ci_lower","ci_upper"
"253","f100","maf1",16,"f100_16_maf1",1.95591106107781,1.75140509934407,2.18429652870102
"254","f100","maf1_top",16,"f100_16_maf1_top",0.636013971415692,0.519905412548317,0.778052626636903
"255","f100","n1_10",16,"f100_16_n1_10",2.17015691029185,1.93867383244721,2.42927971506301
"256","f100","n1_10_top",16,"f100_16_n1_10_top",1.22756098281372,0.958248090254617,1.57256349566653
"257","f100","maf1",21,"f100_21_maf1",1.88422674003988,1.68382274308952,2.10848227490212
"258","f100","maf1_top",21,"f100_21_maf1_top",0.492854898409793,0.394882486889787,0.615134777942997
"259","f100","n1_10",21,"f100_21_n1_10",1.97050002059045,1.75876016135175,2.20773156935887
"260","f100","n1_10_top",21,"f100_21_n1_10_top",1.3068699962078,1.04007025821889,1.64210943779218
"261","f100","maf1",26,"f100_26_maf1",1.84292823406573,1.63375856351284,2.07887784141976
"262","f100","maf1_top",26,"f100_26_maf1_top",0.364453157864704,0.285080915599803,0.465924223647494
"263","f100","n1_10",26,"f100_26_n1_10",1.97681034087463,1.76640318029221,2.21228039407314
"264","f100","n1_10_top",26,"f100_26_n1_10_top",0.989214968956995,0.770120774524186,1.27063999203654
"265","f100","maf1",31,"f100_31_maf1",1.82105540897457,1.63424194392781,2.02922389483232
"266","f100","maf1_top",31,"f100_31_maf1_top",0.373185031114435,0.303663474518548,0.458623045358639
"267","f100","n1_10",31,"f100_31_n1_10",1.9432512530338,1.72011598404856,2.19533186566262
"268","f100","n1_10_top",31,"f100_31_n1_10_top",1.21937573350525,0.915746450734555,1.62367779669666
"269","f100","maf1",36,"f100_36_maf1",1.79815672528008,1.61605539903554,2.00077770267012
"270","f100","maf1_top",36,"f100_36_maf1_top",0.328937818647162,0.264671135567884,0.408809552670701
"271","f100","n1_10",36,"f100_36_n1_10",1.90280241981832,1.69097106202,2.14117031934379
"272","f100","n1_10_top",36,"f100_36_n1_10_top",1.06258281320653,0.784897363705264,1.43850939897652
"273","f100","maf1",41,"f100_41_maf1",1.80168624272085,1.61842629478821,2.00569734170957
"274","f100","maf1_top",41,"f100_41_maf1_top",0.317633833973834,0.253639456849499,0.397774280619056
"275","f100","n1_10",41,"f100_41_n1_10",1.84364635346664,1.64690366520411,2.06389235051558
"276","f100","n1_10_top",41,"f100_41_n1_10_top",0.917020730876106,0.684927227333144,1.22776112161698
"277","f100","maf1",46,"f100_46_maf1",1.75905130638421,1.57385597521098,1.9660385367074
"278","f100","maf1_top",46,"f100_46_maf1_top",0.315893305707246,0.258135010997097,0.386575149977522
"279","f100","n1_10",46,"f100_46_n1_10",1.86393355727282,1.66305228058625,2.08907942731842
"280","f100","n1_10_top",46,"f100_46_n1_10_top",0.849900278876312,0.641283387688088,1.12638265375645
"281","f100","maf1",51,"f100_51_maf1",1.7458572075974,1.56854846984881,1.94320892717684
